"id","team","wiki","region","country","track","kind","section","application","year"
3450,"IISER_Bhopal","https://2020.igem.org/Team:IISER_Bhopal","asia","IND","Therapeutics","collegiate","undergrad","accepted",2020
3401,"IISER_Mohali","https://2020.igem.org/Team:IISER_Mohali","asia","IND",,"collegiate","collegiate","withdrawn",2020
3582,"IISER-Pune-India","https://2020.igem.org/Team:IISER-Pune-India","asia","IND","Therapeutics","collegiate","undergrad","accepted",2020
3519,"IISER-Tirupati_India","https://2020.igem.org/Team:IISER-Tirupati_India","asia","IND","Environment","collegiate","undergrad","accepted",2020
3676,"IIT_Kharagpur","https://2020.igem.org/Team:IIT_Kharagpur","asia","IND",,"collegiate","collegiate","deleted",2020
3564,"IIT_Roorkee","https://2020.igem.org/Team:IIT_Roorkee","asia","IND","Therapeutics","collegiate","undergrad","accepted",2020
3559,"Imperial_College","https://2020.igem.org/Team:Imperial_College","europe","GBR","Software","collegiate","undergrad","accepted",2020
3571,"Infinityabinav07","https://2020.igem.org/Team:Infinityabinav07","asia","IND","High School","high-school","high-school","deleted",2020
3375,"Infinitysarada07","https://2020.igem.org/Team:Infinitysarada07","asia","IND","High School","high-school","high-school","deleted",2020
3660,"INSAT-Tunisia","https://2020.igem.org/Team:INSAT-Tunisia","africa","TUN",,"collegiate","collegiate","deleted",2020
3409,"Ionis_Paris","https://2020.igem.org/Team:Ionis_Paris","europe","FRA","Therapeutics","collegiate","undergrad","accepted",2020
3665,"JACOXH_China","https://2020.igem.org/Team:JACOXH_China","asia","CHN","High School","high-school","high-school","accepted",2020
3402,"Jiangnan_China","https://2020.igem.org/Team:Jiangnan_China","asia","CHN","Manufacturing","collegiate","undergrad","accepted",2020
3447,"Jilin_China","https://2020.igem.org/Team:Jilin_China","asia","CHN","Open","collegiate","undergrad","accepted",2020
3605,"JNFLS","https://2020.igem.org/Team:JNFLS","asia","CHN","High School","high-school","high-school","accepted",2020
3489,"JXAU-CHINA","https://2020.igem.org/Team:JXAU-CHINA","asia","CHN",,"collegiate","collegiate","deleted",2020
3685,"KAIT_Japan","https://2020.igem.org/Team:KAIT_Japan","asia","JPN","New Application","collegiate","overgrad","accepted",2020
3635,"KCL_UK","https://2020.igem.org/Team:KCL_UK","europe","GBR","Therapeutics","collegiate","overgrad","accepted",2020
3478,"KEYSTONE","https://2020.igem.org/Team:KEYSTONE","asia","CHN","High School","high-school","high-school","accepted",2020
3592,"KEYSTONE_A","https://2020.igem.org/Team:KEYSTONE_A","asia","CHN","High School","high-school","high-school","accepted",2020
3573,"Korea_HS","https://2020.igem.org/Team:Korea_HS","asia","KOR","High School","high-school","high-school","accepted",2020
3643,"Korea-SIS","https://2020.igem.org/Team:Korea-SIS","asia","KOR","High School","high-school","high-school","accepted",2020
3654,"KSA_KOREA","https://2020.igem.org/Team:KSA_KOREA","asia","KOR","High School","high-school","high-school","accepted",2020
3421,"KUAS_Korea","https://2020.igem.org/Team:KUAS_Korea","asia","KOR","Open","collegiate","overgrad","accepted",2020
3433,"KU_ISTANBUL","https://2020.igem.org/Team:KU_ISTANBUL","asia","TUR","New Application","collegiate","undergrad","accepted",2020
3442,"KULeuven","https://2020.igem.org/Team:KULeuven","europe","BEL",,"collegiate","collegiate","deleted",2020
3400,"Kyoto","https://2020.igem.org/Team:Kyoto","asia","JPN",,"collegiate","collegiate","deleted",2020
3411,"Lambert_GA","https://2020.igem.org/Team:Lambert_GA","north-america","USA","High School","high-school","high-school","accepted",2020
3343,"Leiden","https://2020.igem.org/Team:Leiden","europe","NLD","Diagnostics","collegiate","overgrad","accepted",2020
3624,"Lethbridge","https://2020.igem.org/Team:Lethbridge","north-america","CAN","Food & Nutrition","collegiate","undergrad","accepted",2020
3349,"Lethbridge_HS","https://2020.igem.org/Team:Lethbridge_HS","north-america","CAN","High School","high-school","high-school","accepted",2020
3647,"Linkoping","https://2020.igem.org/Team:Linkoping","europe","SWE","Software","collegiate","overgrad","accepted",2020
3552,"LINKS_China","https://2020.igem.org/Team:LINKS_China","asia","CHN","High School","high-school","high-school","accepted",2020
3668,"Lubbock_TTU","https://2020.igem.org/Team:Lubbock_TTU","north-america","USA",,"collegiate","undergrad","withdrawn",2020
3619,"Lund","https://2020.igem.org/Team:Lund","europe","SWE","Environment","collegiate","overgrad","accepted",2020
3451,"LZSH-United","https://2020.igem.org/Team:LZSH-United","asia","CHN","High School","high-school","high-school","deleted",2020
3435,"LZU-CHINA","https://2020.igem.org/Team:LZU-CHINA","asia","CHN",,"collegiate","collegiate","deleted",2020
3340,"Manchester","https://2020.igem.org/Team:Manchester","europe","GBR","Environment","collegiate","undergrad","accepted",2020
3432,"Marburg-Giessen","https://2020.igem.org/Team:Marburg-Giessen","europe","DEU",,"collegiate","collegiate","deleted",2020
3623,"Matrix_Link_China","https://2020.igem.org/Team:Matrix_Link_China","asia","CHN","High School","high-school","high-school","deleted",2020
3359,"MichiganState","https://2020.igem.org/Team:MichiganState","north-america","USA","Environment","collegiate","undergrad","accepted",2020
3376,"Mingdao","https://2020.igem.org/Team:Mingdao","asia","TWN","High School","high-school","high-school","accepted",2020
3621,"MIT","https://2020.igem.org/Team:MIT","north-america","USA","Therapeutics","collegiate","undergrad","accepted",2020
3470,"MIT_MAHE","https://2020.igem.org/Team:MIT_MAHE","asia","IND","Therapeutics","collegiate","undergrad","accepted",2020
3591,"MoDu_Shanghai","https://2020.igem.org/Team:MoDu_Shanghai","asia","CHN","High School","high-school","high-school","deleted",2020
3700,"Montpellier","https://2020.igem.org/Team:Montpellier","europe","FRA","Therapeutics","collegiate","undergrad","accepted",2020
3636,"Moscow","https://2020.igem.org/Team:Moscow","europe","RUS","Diagnostics","collegiate","overgrad","accepted",2020
3655,"Moscow_Lomonosov","https://2020.igem.org/Team:Moscow_Lomonosov","europe","RUS",,"collegiate","collegiate","deleted",2020
3565,"Moscow-Russia","https://2020.igem.org/Team:Moscow-Russia","europe","RUS","Diagnostics","collegiate","undergrad","disqualified",2020
3587,"MRIIRS_FARIDABAD","https://2020.igem.org/Team:MRIIRS_FARIDABAD","asia","IND","Environment","collegiate","overgrad","accepted",2020
3476,"MSP-Maastricht","https://2020.igem.org/Team:MSP-Maastricht","europe","NLD","Environment","collegiate","undergrad","accepted",2020
3341,"Nanjing-China","https://2020.igem.org/Team:Nanjing-China","asia","CHN","New Application","collegiate","undergrad","accepted",2020
3524,"Nanjing_high-school","https://2020.igem.org/Team:Nanjing_high-school","asia","CHN","High School","high-school","high-school","accepted",2020
3492,"Nanjing_NFLS","https://2020.igem.org/Team:Nanjing_NFLS","asia","CHN","High School","high-school","high-school","accepted",2020
3518,"Nantes","https://2020.igem.org/Team:Nantes","europe","FRA","Environment","collegiate","undergrad","accepted",2020
3408,"NAU-CHINA","https://2020.igem.org/Team:NAU-CHINA","asia","CHN","Environment","collegiate","undergrad","accepted",2020
3474,"NAWI_Graz","https://2020.igem.org/Team:NAWI_Graz","europe","AUT",,"collegiate","collegiate","deleted",2020
3488,"NCHU_Taiwan","https://2020.igem.org/Team:NCHU_Taiwan","asia","TWN",,"collegiate","collegiate","deleted",2020
3490,"NCKU_Tainan","https://2020.igem.org/Team:NCKU_Tainan","asia","TWN","Therapeutics","collegiate","undergrad","accepted",2020
3370,"NCTU_Formosa","https://2020.igem.org/Team:NCTU_Formosa","asia","TWN","Foundational Advance","collegiate","undergrad","accepted",2020
3350,"NEFU_China","https://2020.igem.org/Team:NEFU_China","asia","CHN","New Application","collegiate","undergrad","accepted",2020
3611,"NEU_CHINA","https://2020.igem.org/Team:NEU_CHINA","asia","CHN","Diagnostics","collegiate","undergrad","accepted",2020
3513,"NFLS","https://2020.igem.org/Team:NFLS","asia","CHN","High School","high-school","high-school","accepted",2020
3631,"NJMU-China","https://2020.igem.org/Team:NJMU-China","asia","CHN","Diagnostics","collegiate","undergrad","accepted",2020
3384,"NJTech_China","https://2020.igem.org/Team:NJTech_China","asia","CHN","Foundational Advance","collegiate","undergrad","accepted",2020
3335,"NJU-China","https://2020.igem.org/Team:NJU-China","asia","CHN","Therapeutics","collegiate","undergrad","accepted",2020
3522,"NOFLS_YZ","https://2020.igem.org/Team:NOFLS_YZ","asia","CHN","High School","high-school","high-school","accepted",2020
3356,"Nottingham","https://2020.igem.org/Team:Nottingham","europe","GBR","Therapeutics","collegiate","undergrad","accepted",2020
3675,"NOVA_LxPortugal","https://2020.igem.org/Team:NOVA_LxPortugal","europe","PRT","Environment","collegiate","overgrad","accepted",2020
3486,"NTHU_Taiwan","https://2020.igem.org/Team:NTHU_Taiwan","asia","TWN","Manufacturing","collegiate","undergrad","accepted",2020
3499,"NTNU_Trondheim","https://2020.igem.org/Team:NTNU_Trondheim","europe","NOR",,"collegiate","collegiate","deleted",2020
3396,"NUDT_CHINA","https://2020.igem.org/Team:NUDT_CHINA","asia","CHN","Foundational Advance","collegiate","overgrad","accepted",2020
3397,"NUDT_SOFTWARE","https://2020.igem.org/Team:NUDT_SOFTWARE","asia","CHN",,"collegiate","collegiate","deleted",2020
3351,"NWU-CHINA-A","https://2020.igem.org/Team:NWU-CHINA-A","asia","CHN","Therapeutics","collegiate","undergrad","accepted",2020
3388,"NWU-CHINA-B","https://2020.igem.org/Team:NWU-CHINA-B","asia","CHN","Therapeutics","collegiate","undergrad","accepted",2020
3691,"NYC_Earthians","https://2020.igem.org/Team:NYC_Earthians","north-america","USA","High School","high-school","high-school","accepted",2020
3682,"NYMU-Taipei","https://2020.igem.org/Team:NYMU-Taipei","asia","TWN","New Application","collegiate","undergrad","accepted",2020
3658,"NYU_Abu_Dhabi","https://2020.igem.org/Team:NYU_Abu_Dhabi","asia","ARE","Diagnostics","collegiate","undergrad","accepted",2020
3516,"NYU_New_York","https://2020.igem.org/Team:NYU_New_York","north-america","USA",,"collegiate","collegiate","deleted",2020
3412,"OhioState","https://2020.igem.org/Team:OhioState","north-america","USA","Foundational Advance","collegiate","undergrad","accepted",2020
3696,"OSA","https://2020.igem.org/Team:OSA","asia","CHN","High School","high-school","high-school","accepted",2020
3462,"Osiris_Brazil","https://2020.igem.org/Team:Osiris_Brazil","latin-america","BRA",,"collegiate","collegiate","deleted",2020
3328,"OUC-China","https://2020.igem.org/Team:OUC-China","asia","CHN","Information Processing","collegiate","undergrad","accepted",2020
3348,"PANAMA_UNI","https://2020.igem.org/Team:PANAMA_UNI","latin-america","PAN",,"collegiate","collegiate","deleted",2020
3579,"Paris_Bettencourt","https://2020.igem.org/Team:Paris_Bettencourt","europe","FRA","Foundational Advance","collegiate","overgrad","accepted",2020
3464,"Patras","https://2020.igem.org/Team:Patras","europe","GRC","Diagnostics","collegiate","overgrad","accepted",2020
3645,"Peking","https://2020.igem.org/Team:Peking","asia","CHN","Open","collegiate","undergrad","accepted",2020
3666,"Pittsburgh","https://2020.igem.org/Team:Pittsburgh","north-america","USA","Foundational Advance","collegiate","undergrad","accepted",2020
3545,"PROLUO","https://2020.igem.org/Team:PROLUO","latin-america","CRI",,"collegiate","collegiate","deleted",2020
3642,"PSGTECH_COIMBATORE","https://2020.igem.org/Team:PSGTECH_COIMBATORE","asia","IND",,"collegiate","collegiate","withdrawn",2020
3503,"PuiChing_Macau","https://2020.igem.org/Team:PuiChing_Macau","asia","MAC","High School","high-school","high-school","accepted",2020
3439,"Purdue","https://2020.igem.org/Team:Purdue","north-america","USA","Diagnostics","collegiate","undergrad","accepted",2020
3683,"PYMS_GZ_China","https://2020.igem.org/Team:PYMS_GZ_China","asia","CHN","High School","high-school","high-school","accepted",2020
3430,"Qdai","https://2020.igem.org/Team:Qdai","asia","JPN","Environment","collegiate","undergrad","accepted",2020
3457,"QHFZ-China","https://2020.igem.org/Team:QHFZ-China","asia","CHN","High School","high-school","high-school","accepted",2020
3515,"Queens_Canada","https://2020.igem.org/Team:Queens_Canada","north-america","CAN","Diagnostics","collegiate","undergrad","accepted",2020
3395,"RDFZ-China","https://2020.igem.org/Team:RDFZ-China","asia","CHN","High School","high-school","high-school","accepted",2020
3366,"REC-CHENNAI","https://2020.igem.org/Team:REC-CHENNAI","asia","IND",,"collegiate","collegiate","withdrawn",2020
3614,"ROADS_SY","https://2020.igem.org/Team:ROADS_SY","asia","CHN","High School","high-school","high-school","accepted",2020
3346,"Rochester","https://2020.igem.org/Team:Rochester","north-america","USA","Diagnostics","collegiate","undergrad","accepted",2020
3473,"Rotterdam_HR","https://2020.igem.org/Team:Rotterdam_HR","europe","NLD",,"collegiate","collegiate","deleted",2020
3670,"RUM-UPRM","https://2020.igem.org/Team:RUM-UPRM","north-america","USA","Environment","collegiate","undergrad","accepted",2020
3608,"SAN_DIEGO_TPHS","https://2020.igem.org/Team:SAN_DIEGO_TPHS","north-america","USA",,"collegiate","collegiate","deleted",2020
3355,"Sarada_7","https://2020.igem.org/Team:Sarada_7","asia","IND",,"community-lab","collegiate","deleted",2020
3367,"Saradaindia07","https://2020.igem.org/Team:Saradaindia07","asia","IND",,"collegiate","collegiate","deleted",2020
3358,"Saradaindia_07","https://2020.igem.org/Team:Saradaindia_07","asia","IND","High School","high-school","high-school","deleted",2020
3357,"Saradaindia_7","https://2020.igem.org/Team:Saradaindia_7","asia","IND",,"collegiate","collegiate","deleted",2020
3544,"SCU-China","https://2020.igem.org/Team:SCU-China","asia","CHN","New Application","collegiate","overgrad","accepted",2020
3333,"SCUT_China","https://2020.igem.org/Team:SCUT_China","asia","CHN","Therapeutics","collegiate","undergrad","accepted",2020
3672,"SCU-WestChina","https://2020.igem.org/Team:SCU-WestChina","asia","CHN","Therapeutics","collegiate","undergrad","accepted",2020
3616,"SDSZ_China","https://2020.igem.org/Team:SDSZ_China","asia","CHN","High School","high-school","high-school","withdrawn",2020
3602,"SDU-Denmark","https://2020.igem.org/Team:SDU-Denmark","europe","DNK","Diagnostics","collegiate","overgrad","accepted",2020
3684,"SEHS-China","https://2020.igem.org/Team:SEHS-China","asia","CHN","High School","high-school","high-school","accepted",2020
3555,"SEU-China","https://2020.igem.org/Team:SEU-China","asia","CHN",,"collegiate","collegiate","deleted",2020
3526,"Shanghai_city","https://2020.igem.org/Team:Shanghai_city","asia","CHN","High School","high-school","high-school","accepted",2020
3525,"Shanghai_high-school","https://2020.igem.org/Team:Shanghai_high-school","asia","CHN","High School","high-school","high-school","accepted",2020
3527,"Shanghai_HS","https://2020.igem.org/Team:Shanghai_HS","asia","CHN","High School","high-school","high-school","accepted",2020
3585,"Shanghai_HS_United","https://2020.igem.org/Team:Shanghai_HS_United","asia","CHN","High School","high-school","high-school","accepted",2020
3633,"Shanghai_SFLS_SPBS","https://2020.igem.org/Team:Shanghai_SFLS_SPBS","asia","CHN","High School","high-school","high-school","accepted",2020
3454,"ShanghaiTech_China","https://2020.igem.org/Team:ShanghaiTech_China","asia","CHN","New Application","collegiate","undergrad","accepted",2020
3584,"Shanghai_United","https://2020.igem.org/Team:Shanghai_United","asia","CHN","High School","high-school","high-school","accepted",2020
3594,"SHSBNU_China","https://2020.igem.org/Team:SHSBNU_China","asia","CHN","High School","high-school","high-school","accepted",2020
3327,"SHSBNU_Main","https://2020.igem.org/Team:SHSBNU_Main","asia","CHN","High School","high-school","high-school","deleted",2020
3521,"SHSID","https://2020.igem.org/Team:SHSID","asia","CHN","High School","high-school","high-school","accepted",2020
3563,"SIT_CHINA","https://2020.igem.org/Team:SIT_CHINA","asia","CHN",,"collegiate","collegiate","deleted",2020
3365,"SJTU-BioX-Shanghai","https://2020.igem.org/Team:SJTU-BioX-Shanghai","asia","CHN","Foundational Advance","collegiate","undergrad","accepted",2020
3460,"SJTU-software","https://2020.igem.org/Team:SJTU-software","asia","CHN","Software","collegiate","undergrad","accepted",2020
3342,"Skoltech","https://2020.igem.org/Team:Skoltech","europe","RUS",,"collegiate","collegiate","deleted",2020
3681,"SmDallas","https://2020.igem.org/Team:SmDallas","north-america","USA","High School","high-school","high-school","deleted",2020
3497,"SMMU-China","https://2020.igem.org/Team:SMMU-China","asia","CHN",,"collegiate","undergrad","withdrawn",2020
3628,"SMS_Shenzhen","https://2020.igem.org/Team:SMS_Shenzhen","asia","CHN","High School","high-school","high-school","accepted",2020
3649,"SMTexas","https://2020.igem.org/Team:SMTexas","north-america","USA",,"collegiate","collegiate","deleted",2020
3373,"Sorbonne_U_Paris","https://2020.igem.org/Team:Sorbonne_U_Paris","europe","FRA","Environment","collegiate","undergrad","accepted",2020
3604,"Sriramdanger","https://2020.igem.org/Team:Sriramdanger","asia","IND",,"collegiate","collegiate","deleted",2020
3603,"Srirameagle","https://2020.igem.org/Team:Srirameagle","asia","IND","High School","high-school","high-school","deleted",2020
3607,"Srirammagic","https://2020.igem.org/Team:Srirammagic","asia","IND",,"collegiate","collegiate","deleted",2020
3553,"Sriwijaya","https://2020.igem.org/Team:Sriwijaya","asia","IDN",,"collegiate","collegiate","deleted",2020
3634,"St_Andrews","https://2020.igem.org/Team:St_Andrews","europe","GBR","Environment","collegiate","undergrad","accepted",2020
3697,"Stanford","https://2020.igem.org/Team:Stanford","north-america","USA","Diagnostics","collegiate","overgrad","accepted",2020
3620,"SteveUSA","https://2020.igem.org/Team:SteveUSA","north-america","USA",,"collegiate","collegiate","deleted",2020
3440,"Stockholm","https://2020.igem.org/Team:Stockholm","europe","SWE","Environment","collegiate","overgrad","accepted",2020
3428,"Stony_Brook","https://2020.igem.org/Team:Stony_Brook","north-america","USA","Environment","collegiate","undergrad","accepted",2020
3344,"Strasbourg","https://2020.igem.org/Team:Strasbourg","europe","FRA",,"collegiate","collegiate","deleted",2020
3379,"Stuttgart","https://2020.igem.org/Team:Stuttgart","europe","DEU","Environment","collegiate","overgrad","accepted",2020
3434,"SU-Bulgaria","https://2020.igem.org/Team:SU-Bulgaria","europe","BGR",,"collegiate","collegiate","deleted",2020
3389,"SUNY_Oneonta","https://2020.igem.org/Team:SUNY_Oneonta","north-america","USA","New Application","collegiate","overgrad","accepted",2020
3423,"SUSTech_Shenzhen","https://2020.igem.org/Team:SUSTech_Shenzhen","asia","CHN","Environment","collegiate","undergrad","accepted",2020
3502,"SYSU-CHINA","https://2020.igem.org/Team:SYSU-CHINA","asia","CHN","Foundational Advance","collegiate","undergrad","accepted",2020
3575,"SYSU-Software","https://2020.igem.org/Team:SYSU-Software","asia","CHN","Software","collegiate","undergrad","accepted",2020
3487,"SZPT-CHINA","https://2020.igem.org/Team:SZPT-CHINA","asia","CHN","New Application","collegiate","undergrad","accepted",2020
3686,"SZ-SHD","https://2020.igem.org/Team:SZ-SHD","asia","CHN","High School","high-school","high-school","accepted",2020
3360,"SZU-China","https://2020.igem.org/Team:SZU-China","asia","CHN","Manufacturing","collegiate","undergrad","accepted",2020
3352,"TAS_Taipei","https://2020.igem.org/Team:TAS_Taipei","asia","TWN","High School","high-school","high-school","accepted",2020
3413,"TAU_Israel","https://2020.igem.org/Team:TAU_Israel","asia","ISR","Foundational Advance","collegiate","overgrad","accepted",2020
3418,"TecCEM","https://2020.igem.org/Team:TecCEM","latin-america","MEX",,"collegiate","collegiate","deleted",2020
